mission_name,timestamp,BatteryStatus0_current_a,BatteryStatus0_current_average_a,BatteryStatus0_current_filtered_a,BatteryStatus0_discharged_mah,BatteryStatus0_remaining,BatteryStatus0_scale,BatteryStatus0_time_remaining_s,BatteryStatus0_voltage_filtered_v,BatteryStatus0_voltage_v,BatteryStatus1_current_average_a,BatteryStatus1_scale,SensorBaro0_pressure,SensorBaro0_temperature,SensorBaro1_pressure,SensorBaro1_temperature
different_paths_21,1970-01-01 00:35:14,27.772095,25.049944,27.3418253333333,2132.67946666667,0.901110353333333,1.02358823333333,2848.4189,23.212858,23.1829156666667,5.39308825,1.28125,98489.586,56.51,98500.26,42.89
different_paths_21,1970-01-01 00:35:16,26.07544,25.009674,25.828697,2145.158,0.90053123,1.0240983,2851.5369,23.24627,23.217499,5.3499885,1.28125,98529.39,56.64,98532.734,42.78
different_paths_21,1970-01-01 00:35:18,24.308716,25.062035,25.226873,2162.6272,0.89972967,1.0258253,2843.459,23.223885,23.24625,5.2968087,1.28125,98544.125,56.42,98548.016,42.76
different_paths_21,1970-01-01 00:35:20,26.070435,25.065289,25.65078,2173.9268,0.8992084,1.0253006,2841.045,23.22344,23.21125,5.254646,1.28125,98554,56.48,98557,42.76
different_paths_21,1970-01-01 00:35:22,34.843994,25.112846,27.26038,2190.9592,0.8984258,1.0243143,2831.2332,23.198254,23.043749,5.2128186,1.28125,98560.336,56.649998,98563.125,42.76
different_paths_21,1970-01-01 00:35:24,20.239746,25.095695,22.478045,2204.3494,0.89780724,1.0281025,2834.5022,23.253235,23.32,5.1713243,1.28125,98561.516,56.6,98565.484,42.75
different_paths_21,1970-01-01 00:35:26,0.97094727,24.351759,2.5557728,2207.2542,0.8976247,1.0378553,2924.9785,23.626053,23.75375,5.1301603,1.28125,98569.875,56.42,98574.21,42.739998
different_paths_21,1970-01-01 00:35:28,0.95092773,23.435566,0.9992407,2207.7913,0.89754814,1.0341069,3039.0647,23.758667,23.793749,5.089324,1.28125,98570.18,56.46,98575.12,42.739998
different_paths_21,1970-01-01 00:35:30,0.9659424,22.81519,0.95372766,2208.3208,0.8974866,1.0321678,3115.5093,23.804722,23.821249,5.0589104,1.28125,98570.555,56.649998,98576.336,42.739998
different_paths_21,1970-01-01 00:35:32,0.94091797,22.81519,0.951899,2208.3738,0.8974809,1.0320317,3115.4897,23.80792,23.82375,5.0589104,1.28125,98568.805,56.66,98575.73,42.739998
different_paths_3,1970-01-01 00:47:14,3.4683838,20.296844,2.3695457,2685.867,0.8263461,1.0435808,3229.817,23.501598,23.46625,2.6960542,1.28125,98662.39,56.28,98654.39,39.25
different_paths_3,1970-01-01 00:47:16,25.039429,20.043274,19.300415,2694.157,0.82597184,1.0347593,3262.1633,23.194632,22.9725,2.6745932,1.28125,98653.19,56.46,98646.516,39.26
different_paths_3,1970-01-01 00:47:18,27.226562,20.372698,27.52264,2710.119,0.82526964,1.0361267,3206.1287,22.91659,22.8725,2.6533034,1.28125,98639.375,56.52,98632.51,39.28
different_paths_3,1970-01-01 00:47:20,33.327515,20.517317,24.804012,2723.7456,0.82465297,1.0397032,3179.3252,22.916477,22.725,2.632183,1.28125,98631.734,56.35,98624.25,39.3
different_paths_3,1970-01-01 00:47:22,29.548828,21.059803,32.404076,2742.8394,0.82380134,1.0381145,3095.5945,22.724684,22.75625,2.6112309,1.28125,98593.484,56.3,98584.37,39.309998
different_paths_3,1970-01-01 00:47:24,23.357788,21.264143,23.409391,2757.3682,0.82313335,1.044959,3065.2236,22.839314,22.875,2.5904453,1.28125,98550.08,56.48,98539.96,39.32
different_paths_3,1970-01-01 00:47:26,32.621826,21.4166,27.695557,2772.2615,0.8224407,1.0410248,3038.267,22.799694,22.658749,2.5698252,1.28125,98542.945,56.52,98528.945,39.32
different_paths_3,1970-01-01 00:47:28,25.109497,21.546597,25.424349,2783.4688,0.8219216,1.0437723,3020.185,22.805624,22.80625,2.5493693,1.28125,98544.89,56.309998,98537.78,39.329998
different_paths_3,1970-01-01 00:47:30,22.577026,21.758104,26.838522,2799.6506,0.8211706,1.0436369,2988.8555,22.766258,22.8375,2.529076,1.28125,98545.8,56.32,98539.11,39.34
different_paths_3,1970-01-01 00:47:32,26.605957,21.9333,26.616282,2814.4187,0.82048285,1.0445535,2961.4614,22.752241,22.74375,2.5089445,1.28125,98544.12,56.5,98534.28,39.34
different_paths_3,1970-01-01 00:47:34,25.750122,22.088228,26.062643,2827.6287,0.8198648,1.0455394,2938.7515,22.746649,22.75,2.4889734,1.28125,98545,56.48,98533.516,39.34
different_paths_3,1970-01-01 00:47:36,26.135498,22.233694,25.686903,2842.0508,0.8191861,1.0462246,2917.051,22.742508,22.731249,2.469161,1.28125,98542.58,56.28,98537.96,39.329998
different_paths_3,1970-01-01 00:47:38,26.756104,22.416338,26.731306,2858.335,0.8184206,1.0460582,2890.4753,22.714916,22.703749,2.4495063,1.28125,98545.28,56.35,98536.26,39.309998
different_paths_3,1970-01-01 00:47:40,25.980347,22.582624,25.96698,2873.2104,0.81772,1.047304,2866.9822,22.709871,22.7125,2.430008,1.28125,98541.3,56.52,98531.36,39.29
different_paths_3,1970-01-01 00:47:42,25.650024,22.714169,25.74955,2887.6956,0.8170325,1.0476396,2848.1025,22.708872,22.70875,2.410665,1.28125,98539.375,56.48,98527.73,39.23
different_paths_3,1970-01-01 00:47:44,26.811157,22.842627,26.387337,2902.2468,0.8163413,1.0474697,2829.439,22.693544,22.676249,2.3914762,1.28125,98543.25,56.28,98533.69,39.19
different_paths_3,1970-01-01 00:47:46,27.12146,22.993917,26.932604,2915.2563,0.8157272,1.0477859,2808.6755,22.6701,22.66125,2.3724399,1.28125,98541.5,56.37,98532.664,39.149998
different_paths_3,1970-01-01 00:47:48,27.576904,23.192879,27.869019,2932.2373,0.81492406,1.0477021,2781.787,22.643885,22.641249,2.3535552,1.28125,98535.875,56.53,98530.87,39.12
different_paths_3,1970-01-01 00:47:50,25.815186,23.312103,25.9254,2946.8462,0.81422585,1.0493441,2765.6392,22.665453,22.67125,2.3348207,1.28125,98538.25,56.449997,98530.68,39.059998
different_paths_3,1970-01-01 00:47:52,26.901245,23.463509,27.044075,2962.0547,0.8135023,1.048898,2745.137,22.641867,22.64,2.316235,1.28125,98539.71,56.27,98533.984,39.01
different_paths_3,1970-01-01 00:47:54,27.656982,23.611486,27.35271,2977.2957,0.8127767,1.0490553,2725.3645,22.62909,22.6175,2.2977977,1.28125,98542.19,56.41,98529.94,38.96
different_paths_3,1970-01-01 00:47:56,24.493896,23.622208,25.304222,2990.5432,0.8121282,1.049787,2722.684,22.674198,22.67875,2.279507,1.28125,98557.86,56.53,98549.91,38.94
different_paths_3,1970-01-01 00:47:58,26.080444,23.702696,25.999924,3004.9275,0.8114375,1.0499141,2710.7878,22.650488,22.641249,2.2613623,1.28125,98584.39,56.399998,98575.58,38.92
different_paths_3,1970-01-01 00:48:00,26.771118,23.820038,26.641798,3019.8584,0.8107235,1.0500667,2694.9336,22.627829,22.619999,2.2433617,1.28125,98603.336,56.28,98594.08,38.899998
different_paths_3,1970-01-01 00:48:02,25.760132,23.905254,25.741093,3034.3542,0.8100254,1.050958,2683.2627,22.634981,22.63625,2.2255044,1.28125,98618.07,56.44,98610.19,38.89
different_paths_3,1970-01-01 00:48:04,24.649048,23.943659,24.64096,3047.5613,0.8093841,1.0517081,2677.095,22.651289,22.65625,2.2077894,1.28125,98629.984,56.52,98624.29,38.899998
different_paths_3,1970-01-01 00:48:06,22.326782,24.029625,26.387957,3062.0923,0.8086836,1.0507121,2665.743,22.621052,22.6925,2.1902153,1.28125,98651.91,56.36,98640.65,38.89
different_paths_3,1970-01-01 00:48:08,11.115845,23.824245,14.222616,3072.306,0.8081568,1.0588586,2689.455,22.805885,22.93875,2.1727812,1.28125,98652.66,56.289997,98643.12,38.89
different_paths_3,1970-01-01 00:48:10,0.98095703,23.014511,1.6344012,3073.8005,0.8079693,1.0621719,2785.7937,23.11106,23.1925,2.1554859,1.28125,98662.76,56.46,98650.36,38.91
different_paths_3,1970-01-01 00:48:12,0.97094727,22.150352,0.9715091,3074.333,0.8078404,1.0591246,2894.008,23.197582,23.22,2.1383283,1.28125,98661.6,56.52,98651.695,38.92
different_paths_3,1970-01-01 00:48:14,0.94592285,21.731152,0.9627502,3074.8162,0.8077385,1.0578201,2943.8333,23.22649,23.24,2.1255496,1.28125,98661.78,56.399998,98652.68,38.94
different_paths_4,1970-01-01 00:48:38,0.97094727,21.64851,0.9927346,3081.293,0.80673164,1.0519888,2957.025,23.354498,23.3575,2.1255496,1.28125,98660.6,56.26,98653.51,39.14
different_paths_4,1970-01-01 00:48:40,10.435181,20.909044,5.71612,3083.0925,0.80661225,1.048398,3058.3713,23.292885,23.1575,2.10863,1.28125,98657.1,56.36,98648.3,39.149998
different_paths_4,1970-01-01 00:48:42,28.938232,20.802273,24.140926,3093.729,0.8061306,1.0391146,3066.7678,22.949772,22.7375,2.091845,1.28125,98661.72,56.53,98649.04,39.17
different_paths_4,1970-01-01 00:48:44,25.17456,21.087437,26.657906,3109.318,0.8054395,1.0435466,3023.8923,22.77372,22.775,2.075194,1.28125,98637.3,56.44,98627.21,39.18
different_paths_4,1970-01-01 00:48:46,36.906006,21.32575,32.944153,3124.796,0.8047358,1.0397848,2984.292,22.670416,22.508749,2.0586753,1.28125,98621.85,56.25,98613.71,39.18
different_paths_4,1970-01-01 00:48:48,32.9021,21.731403,32.196583,3141.185,0.8040013,1.0439011,2927.1753,22.599552,22.5625,2.042288,1.28125,98572.664,56.39,98557.97,39.18
different_paths_4,1970-01-01 00:48:50,25.715088,21.892107,24.586267,3156.653,0.8032791,1.0492243,2905.0442,22.708305,22.695,2.0260315,1.28125,98540.086,56.53,98531.195,39.17
different_paths_4,1970-01-01 00:48:52,25.59497,22.046047,25.582994,3170.4634,0.8026358,1.0488551,2882.5276,22.686655,22.685,2.0099041,1.28125,98537.75,56.41,98528.11,39.16
different_paths_4,1970-01-01 00:48:54,26.610962,22.184343,26.183756,3184.7722,0.8019656,1.0486863,2861.9456,22.672411,22.651249,1.9939052,1.28125,98540.875,56.26,98527.75,39.149998
different_paths_4,1970-01-01 00:48:56,25.995361,22.327711,26.063492,3197.9558,0.80134916,1.0495353,2841.5833,22.65704,22.65375,1.9780337,1.28125,98538.9,56.42,98527.44,39.129997
different_paths_4,1970-01-01 00:48:58,25.885254,22.482994,25.527424,3213.8933,0.80060023,1.0504844,2819.3926,22.651943,22.64625,1.9622885,1.28125,98526.445,56.539997,98518.75,39.11
different_paths_4,1970-01-01 00:49:00,21.180664,22.54168,22.93221,3227.163,0.79996634,1.0523572,2811.014,22.688128,22.73375,1.9466685,1.28125,98521.69,56.37,98515.22,39.03
different_paths_4,1970-01-01 00:49:02,26.305664,22.605972,25.692144,3240.8032,0.79931587,1.0501417,2799.4878,22.654644,22.6225,1.931173,1.28125,98531.37,56.27,98524.33,38.93
different_paths_4,1970-01-01 00:49:04,15.435059,22.739662,22.782215,3255.0422,0.79864484,1.053921,2783.3855,22.65794,22.83,1.9158007,1.28125,98533.3,56.44,98525.94,38.87
different_paths_4,1970-01-01 00:49:06,25.865234,22.73246,24.905718,3267.912,0.7980205,1.0512323,2779.5425,22.653936,22.61875,1.9005508,1.28125,98558.234,56.52,98549.69,38.8
different_paths_4,1970-01-01 00:49:08,25.23462,22.820412,24.952055,3281.8477,0.7973576,1.0520086,2766.7065,22.635273,22.623749,1.8854223,1.28125,98581.79,56.34,98570.96,38.73
different_paths_4,1970-01-01 00:49:10,25.910278,22.896757,25.283733,3293.7886,0.79678863,1.0521111,2755.372,22.623047,22.60375,1.8704141,1.28125,98600.914,56.3,98589.836,38.7
different_paths_4,1970-01-01 00:49:12,25.609985,23.010975,25.139761,3309.4893,0.79604113,1.0528016,2739.2256,22.612032,22.60125,1.8555256,1.28125,98612.055,56.48,98603.73,38.649998
different_paths_4,1970-01-01 00:49:14,24.073486,23.099083,24.77087,3323.5598,0.79536825,1.0533614,2726.8555,22.610683,22.627499,1.8407556,1.28125,98631.71,56.51,98624.984,38.61
different_paths_4,1970-01-01 00:49:16,26.315674,23.170593,24.848125,3337.5454,0.7946976,1.0534742,2715.6404,22.605864,22.5775,1.826103,1.28125,98644,56.309998,98637.37,38.579998
different_paths_4,1970-01-01 00:49:18,10.6553955,22.96932,13.948509,3347.2075,0.794199,1.0605215,2741.393,22.777681,22.904999,1.8115672,1.28125,98655.414,56.3,98644.32,38.57
different_paths_4,1970-01-01 00:49:20,0.9559326,22.183992,1.5767394,3348.584,0.7940228,1.0642333,2840.1987,23.067928,23.144999,1.797147,1.28125,98656.37,56.48,98647.945,38.59
different_paths_4,1970-01-01 00:49:22,0.9309082,21.352327,0.96257377,3349.1155,0.79389876,1.0613936,2950.3596,23.148197,23.17,1.7828416,1.28125,98655.83,56.5,98647.1,38.61
different_paths_4,1970-01-01 00:49:24,0.98095703,20.988684,0.971991,3349.6,0.79380023,1.0601661,2995.3752,23.17475,23.186249,1.7721874,1.28125,98655.836,56.329998,98646.47,38.629997
different_paths_5,1970-01-01 00:49:56,4.7296143,20.265882,2.7909477,3358.637,0.79254526,1.0527288,3102.0498,23.284113,23.23,1.7615968,1.28125,98667.58,56.28,98658.51,38.85
different_paths_5,1970-01-01 00:49:58,24.33374,20.01223,18.810493,3366.8542,0.79216987,1.043847,3133.7246,23.002356,22.79875,1.7475744,1.28125,98669.98,56.449997,98659.3,38.86
different_paths_5,1970-01-01 00:50:00,27.166504,20.294983,27.02135,3381.0183,0.7915508,1.0439836,3086.895,22.752949,22.70125,1.7336636,1.28125,98648.54,56.51,98638.945,38.85
different_paths_5,1970-01-01 00:50:02,27.957275,20.492123,23.629782,3396.3503,0.790861,1.048875,3054.3772,22.744806,22.65625,1.7198634,1.28125,98635.375,56.329998,98626.445,38.85
different_paths_5,1970-01-01 00:50:04,28.452759,21.064526,34.151356,3415.9602,0.789992,1.0445426,2968.1936,22.526438,22.602499,1.7061732,1.28125,98611.08,56.32,98597.51,38.84
different_paths_5,1970-01-01 00:50:06,22.647095,21.28722,23.766247,3430.7585,0.7893148,1.0529399,2936.3047,22.650171,22.713749,1.692592,1.28125,98554.6,56.48,98545.516,38.829998
different_paths_5,1970-01-01 00:50:08,22.812256,21.40195,23.29779,3443.6975,0.78871053,1.0524105,2918.3162,22.675976,22.6975,1.6791189,1.28125,98546.664,56.5,98535.65,38.8
different_paths_5,1970-01-01 00:50:10,26.846191,21.551464,25.486616,3457.8916,0.78805166,1.0511096,2894.6108,22.639242,22.602499,1.6657531,1.28125,98547.125,56.3,98537.914,38.77
different_paths_5,1970-01-01 00:50:12,24.699097,21.670328,23.935347,3471.5745,0.78741205,1.0526872,2877.005,22.650705,22.637499,1.6524936,1.28125,98531.32,56.329998,98522.125,38.7
different_paths_5,1970-01-01 00:50:14,25.63501,21.817083,25.648897,3485.8005,0.78674823,1.0519437,2855.0425,22.615814,22.606249,1.6393397,1.28125,98551.07,56.51,98540.766,38.64
different_paths_5,1970-01-01 00:50:16,28.352661,22.04619,28.293211,3501.3225,0.7860309,1.0511358,2822.171,22.55446,22.53625,1.6262906,1.28125,98539.164,56.46,98529.25,38.59
different_paths_5,1970-01-01 00:50:18,23.963379,22.168373,24.697863,3514.0286,0.7854345,1.0542228,2805.6345,22.59379,22.61875,1.6133453,1.28125,98549.86,56.289997,98539.35,38.53
different_paths_5,1970-01-01 00:50:20,24.418823,22.268932,24.198648,3529.1047,0.78471977,1.0543884,2790.337,22.605103,22.60375,1.600503,1.28125,98544.37,56.379997,98536.33,38.48
different_paths_5,1970-01-01 00:50:22,22.286743,22.316734,23.474531,3542.1677,0.78409576,1.0548515,2782.69,22.61658,22.63875,1.5877628,1.28125,98544.28,56.51,98536.555,38.42
different_paths_5,1970-01-01 00:50:24,25.344727,22.391914,24.641836,3555.7876,0.7834492,1.0543547,2770.3232,22.592552,22.57,1.575124,1.28125,98546.14,56.42,98537.32,38.36
different_paths_5,1970-01-01 00:50:26,24.163574,22.489548,24.852444,3567.7778,0.78288317,1.0548165,2756.6199,22.57602,22.5875,1.5625861,1.28125,98547.266,56.28,98535.39,38.3
different_paths_5,1970-01-01 00:50:28,25.61499,22.577065,24.879381,3582.8843,0.7821642,1.0549724,2743.0835,22.571764,22.55375,1.5501478,1.28125,98545.57,56.41,98533.93,38.239998
different_paths_5,1970-01-01 00:50:30,25.454834,22.681738,25.211561,3596.9827,0.7814957,1.0552361,2728.1577,22.555971,22.54875,1.5408841,1.28125,98547.336,56.51,98535.8,38.19
different_paths_5,1970-01-01 00:50:32,22.061523,22.798595,26.177265,3611.2185,0.78081995,1.0548058,2712.664,22.536512,22.596249,1.5286186,1.28125,98547.5,56.41,98538.805,38.14
different_paths_5,1970-01-01 00:50:34,27.671997,22.792734,24.935415,3624.012,0.7802007,1.0553849,2709.877,22.56097,22.49625,1.513424,1.28125,98569.516,56.34,98561.9,38.09
different_paths_5,1970-01-01 00:50:36,25.354736,22.88677,25.05242,3638.0203,0.77953446,1.0560067,2697.0098,22.543734,22.5325,1.5013771,1.28125,98599.46,56.46,98586.28,38.04
different_paths_5,1970-01-01 00:50:38,23.52295,22.918661,23.51602,3651.212,0.7788986,1.0572368,2691.4973,22.562721,22.564999,1.4894261,1.28125,98612.46,56.48,98602.47,37.989998
different_paths_5,1970-01-01 00:50:40,21.77124,22.89413,21.880539,3663.6177,0.7782934,1.0581801,2692.6934,22.591043,22.6,1.4775703,1.28125,98621.195,56.37,98612.734,37.94
different_paths_5,1970-01-01 00:50:42,24.614014,22.904371,23.786655,3676.6353,0.77766436,1.0567429,2688.6501,22.565477,22.539999,1.4658087,1.28125,98648.4,56.379997,98637.96,37.89
different_paths_5,1970-01-01 00:50:44,24.619019,22.974869,24.381216,3689.7935,0.7770371,1.0571263,2678.255,22.539198,22.533749,1.4541408,1.28125,98660.68,56.469997,98650.086,37.84
different_paths_5,1970-01-01 00:50:46,2.3623047,22.705133,9.946798,3698.1953,0.7765907,1.0669366,2713.7551,22.758263,22.9975,1.4425658,1.28125,98669.445,56.48,98659.266,37.79
different_paths_5,1970-01-01 00:50:48,0.95092773,21.87244,1.2685843,3698.9685,0.77643514,1.0674709,2816.8457,23.007067,23.064999,1.431083,1.28125,98666.87,56.41,98658.18,37.75
different_paths_5,1970-01-01 00:50:50,0.94592285,21.053808,0.9779727,3699.5122,0.77631134,1.0650083,2925.8975,23.069073,23.0875,1.4196914,1.28125,98665.54,56.42,98657.15,37.71
different_paths_5,1970-01-01 00:50:52,0.95092773,20.814404,0.96390074,3699.8896,0.7762335,1.0641394,2953.613,23.088354,23.1,1.4140297,1.28125,98666.39,56.449997,98654.93,37.68
different_paths_6,1970-01-01 00:52:40,0.95092773,20.656548,0.9690374,3728.4272,0.773219,1.0550675,2970.282,23.28697,23.2875,1.4140297,1.28125,98666.41,56.469997,98654.66,38.69
different_paths_6,1970-01-01 00:52:42,11.005737,19.997879,6.008269,3730.2737,0.7731251,1.0514052,3064.6504,23.21701,23.074999,1.402774,1.28125,98649.71,56.46,98644.01,38.7
different_paths_6,1970-01-01 00:52:44,27.276611,19.93694,24.237755,3740.9873,0.77266556,1.0422344,3067.18,22.876001,22.70125,1.3916079,1.28125,98656.98,56.469997,98648.79,38.71
different_paths_6,1970-01-01 00:52:46,24.834229,20.230484,26.066607,3756.8071,0.77198786,1.0471123,3020.8708,22.711182,22.705,1.3805307,1.28125,98637.94,56.46,98630.195,38.7
different_paths_6,1970-01-01 00:52:48,34.86902,20.461212,31.474749,3771.657,0.77133477,1.0438862,2981.4446,22.621548,22.47625,1.3695415,1.28125,98629.766,56.46,98622.164,38.7
different_paths_6,1970-01-01 00:52:50,31.090332,20.920553,30.190617,3789.5503,0.770556,1.048833,2914.305,22.548918,22.526249,1.35864,1.28125,98575.68,56.46,98567.08,38.69
different_paths_6,1970-01-01 00:52:52,18.197754,20.931793,19.982277,3801.0483,0.77002776,1.0553448,2914.328,22.710447,22.769999,1.3478252,1.28125,98540.83,56.469997,98531.22,38.68
different_paths_6,1970-01-01 00:52:54,26.71106,20.946926,24.31329,3813.1792,0.76947063,1.0511801,2907.7593,22.672869,22.588749,1.3370966,1.28125,98538.66,56.46,98532.29,38.67
different_paths_6,1970-01-01 00:52:56,24.624023,21.10028,24.545362,3827.0093,0.7688492,1.0529348,2884.917,22.626911,22.615,1.3264532,1.28125,98529.734,56.46,98523.47,38.629997
different_paths_6,1970-01-01 00:52:58,25.549927,21.224712,25.234709,3839.4165,0.76828605,1.0530894,2865.6929,22.602797,22.58,1.3158946,1.28125,98532.8,56.46,98525.69,38.559998
different_paths_6,1970-01-01 00:53:00,26.440796,21.406397,26.073648,3853.8862,0.7676302,1.0535722,2838.7676,22.566927,22.54875,1.3054199,1.28125,98549.734,56.46,98540.05,38.52
different_paths_6,1970-01-01 00:53:02,26.87622,21.613216,27.126532,3868.8037,0.76695275,1.0536416,2809.075,22.533802,22.52375,1.2950287,1.28125,98546.21,56.46,98534.87,38.469997
different_paths_6,1970-01-01 00:53:04,27.266602,21.846851,27.385086,3884.824,0.76622397,1.0544614,2776.3682,22.507893,22.498749,1.2847202,1.28125,98549.28,56.469997,98539.75,38.42
different_paths_6,1970-01-01 00:53:06,16.145752,22.058361,25.737999,3899.731,0.7655413,1.0564635,2750.1284,22.513092,22.703749,1.2744937,1.28125,98552.26,56.469997,98540.734,38.37
different_paths_6,1970-01-01 00:53:08,26.295654,22.094065,25.399837,3912.821,0.7649266,1.0559614,2740.9712,22.53431,22.505,1.2643487,1.28125,98578.305,56.449997,98568.586,38.34
different_paths_6,1970-01-01 00:53:10,27.441772,22.229124,26.274208,3927.1157,0.7642656,1.0559777,2721.723,22.50772,22.47,1.2542845,1.28125,98601.98,56.46,98592.266,38.3
different_paths_6,1970-01-01 00:53:12,22.592041,22.35185,23.369692,3941.1597,0.7636136,1.0590265,2705.677,22.52779,22.56,1.2443004,1.28125,98609.91,56.449997,98605.23,38.26
different_paths_6,1970-01-01 00:53:14,24.699097,22.402407,24.402006,3954.4172,0.7629877,1.057742,2696.8645,22.525028,22.51,1.2343957,1.28125,98634.555,56.449997,98623.14,38.219997
different_paths_6,1970-01-01 00:53:16,24.298706,22.447666,23.799011,3966.3108,0.76242805,1.0584626,2689.5608,22.527287,22.516249,1.2245698,1.28125,98650.01,56.449997,98644.414,38.18
different_paths_6,1970-01-01 00:53:18,22.036499,22.549292,24.106153,3980.2417,0.7617776,1.0590987,2675.717,22.50411,22.55,1.214822,1.28125,98666.164,56.46,98659.97,38.149998
different_paths_6,1970-01-01 00:53:20,9.889648,22.377085,13.472103,3990.072,0.76128703,1.0662459,2697.4543,22.667439,22.8025,1.205152,1.28125,98673.35,56.449997,98662.36,38.1
different_paths_6,1970-01-01 00:53:22,0.9559326,21.554575,1.4084291,3991.2188,0.76112473,1.069522,2802.0168,22.958675,23.02375,1.195559,1.28125,98668.984,56.449997,98661.89,38.059998
different_paths_6,1970-01-01 00:53:24,0.97595215,20.748428,0.9867203,3991.7637,0.76101077,1.0669458,2910.433,23.026865,23.045,1.1860423,1.28125,98669.23,56.46,98659.3,38.02
different_paths_6,1970-01-01 00:53:26,0.9909668,20.473957,0.98086315,3992.148,0.76093984,1.0660577,2943.5654,23.046247,23.057499,1.1813124,1.28125,98668.68,56.449997,98657.555,37.989998
different_paths_7,1970-01-01 01:01:30,3.5384521,22.120756,2.1124966,6204.514,0.71785325,1.0629387,2574.481,23.080011,23.05375,0.50534505,1.28125,99058.125,56.62,99061.69,42.879997
different_paths_7,1970-01-01 01:01:32,20.560059,21.710642,16.352303,6211.4653,0.7175883,1.0518184,2618.0251,22.8975,22.76875,0.5013225,1.28125,99051.484,56.42,99045.98,42.87
different_paths_7,1970-01-01 01:01:34,24.513916,21.927958,26.07731,6226.798,0.71696377,1.0484993,2588.94,22.679781,22.67,0.49733192,1.28125,99041.44,56.48,99044.86,42.86
different_paths_7,1970-01-01 01:01:36,33.15735,22.054699,25.734692,6241.099,0.7163137,1.0504963,2569.7512,22.64546,22.52375,0.49337316,1.28125,99025.54,56.68,99029.75,42.87
different_paths_7,1970-01-01 01:01:38,22.842285,22.656889,28.477396,6261.7656,0.7153743,1.0523466,2500.64,22.522007,22.63875,0.4894459,1.28125,98988.586,56.629997,98991.85,42.86
different_paths_7,1970-01-01 01:01:40,25.38977,22.78549,26.295595,6276.3213,0.7147127,1.0531068,2483.7004,22.570583,22.5875,0.4855499,1.28125,98968.93,56.44,98971.805,42.84
different_paths_7,1970-01-01 01:01:42,23.24768,22.924747,25.272963,6290.973,0.7140467,1.0544648,2466.8062,22.57118,22.606249,0.4816849,1.28125,98957.89,56.489998,98962.336,42.809998
different_paths_7,1970-01-01 01:01:44,21.35083,22.92123,21.909266,6303.039,0.71349823,1.0572041,2465.6963,22.611643,22.6325,0.47785065,1.28125,98962.93,56.68,98966.79,42.739998
different_paths_7,1970-01-01 01:01:46,25.780151,23.020813,25.707806,6317.3794,0.7128464,1.0542285,2451.8652,22.563364,22.5525,0.47404692,1.28125,98959.36,56.629997,98967.26,42.67
different_paths_7,1970-01-01 01:01:48,19.63916,23.164272,23.261976,6332.1206,0.7121763,1.0577577,2435.7124,22.558882,22.635,0.4702735,1.28125,98965.945,56.44,98972.66,42.579998
different_paths_7,1970-01-01 01:01:50,26.88623,23.2,25.52638,6345.76,0.7115564,1.0550809,2428.336,22.549957,22.51875,0.4665301,1.28125,98964.62,56.469997,98969.86,42.469997
different_paths_7,1970-01-01 01:01:52,25.369751,23.212648,22.549692,6358.871,0.7109604,1.058027,2425.2993,22.574335,22.5375,0.46374214,1.28125,98960.29,56.67,98969.28,42.36
different_paths_7,1970-01-01 01:01:54,25.85022,23.35098,26.859818,6373.819,0.71028095,1.0548869,2408.5598,22.514238,22.516249,0.45913246,1.28125,98956.97,56.629997,98966.35,42.239998
different_paths_7,1970-01-01 01:01:56,26.570923,23.45653,26.499313,6388.384,0.7096189,1.0558352,2395.3643,22.504108,22.4975,0.45547774,1.28125,98963,56.44,98971.35,42.14
different_paths_7,1970-01-01 01:01:58,21.681152,23.517792,24.68694,6400.9077,0.70904964,1.0577579,2388.2126,22.51613,22.564999,0.4518521,1.28125,98961.9,56.44,98971.82,42.05
different_paths_7,1970-01-01 01:02:00,26.490845,23.558674,26.065628,6416.0625,0.7083608,1.056434,2380.7893,22.503916,22.488749,0.44825536,1.28125,98963.086,56.649998,98973.19,41.969997
different_paths_7,1970-01-01 01:02:02,24.348755,23.619484,23.96674,6430.0356,0.70772564,1.0589728,2372.9734,22.511057,22.51375,0.44468722,1.28125,98955.36,56.629997,98964.76,41.84
different_paths_7,1970-01-01 01:02:04,27.697021,23.74317,27.250141,6444.423,0.70707166,1.056334,2357.7925,22.470585,22.453749,0.44202977,1.28125,98969.555,56.44,98975.23,41.75
different_paths_7,1970-01-01 01:02:06,25.835205,23.8599,26.969736,6459.2964,0.7063956,1.0570909,2344.406,22.462322,22.47375,0.43763593,1.28125,98971.78,56.42,98977.336,41.7
different_paths_7,1970-01-01 01:02:08,32.791992,23.99043,28.971016,6474.67,0.7056968,1.0556837,2328.0234,22.433302,22.356249,0.43415233,1.28125,98982.375,56.64,98983.65,41.67
different_paths_7,1970-01-01 01:02:10,28.472778,24.180908,28.284595,6490.671,0.7049695,1.0571955,2308.1768,22.42057,22.414999,0.43069646,1.28125,98981.086,56.649998,98985.22,41.68
different_paths_7,1970-01-01 01:02:12,27.626953,24.360828,28.76935,6506.7197,0.70424,1.0571988,2288.9568,22.40596,22.4175,0.42726812,1.28125,98980.96,56.46,98986.79,41.73
different_paths_7,1970-01-01 01:02:14,26.635986,24.479403,27.339329,6521.9927,0.7035458,1.0586205,2275.833,22.41761,22.42875,0.42386702,1.28125,98983.14,56.43,98982.22,41.75
