mission_name,timestamp,BatteryStatus0_current_a,BatteryStatus0_current_average_a,BatteryStatus0_current_filtered_a,BatteryStatus0_discharged_mah,BatteryStatus0_remaining,BatteryStatus0_scale,BatteryStatus0_time_remaining_s,BatteryStatus0_voltage_filtered_v,BatteryStatus0_voltage_v,BatteryStatus1_current_average_a,SensorBaro0_pressure,SensorBaro0_temperature,SensorBaro1_pressure,SensorBaro1_temperature
10min_square_0,1970-01-01 00:11:55,12.897583,14.433923,9.019596,178.78528,0.98974013,1,5431.931,24.362146,24.175,14.850899,99630.72,56.629997,99630.28,42.059998
10min_square_0,1970-01-01 00:12:00,24.218628,15.33236,22.037617,212.40128,0.98821163,1.0053222,5098.7534,23.808638,23.77125,14.557126,99609.96,56.52,99607.61,42.02
10min_square_0,1970-01-01 00:12:05,25.244629,16.35781,25.010895,248.15492,0.9865807,1.005944,4771.577,23.704313,23.67875,14.269165,99560.33,56.46,99558.11,41.98
10min_square_0,1970-01-01 00:12:10,26.07544,17.260683,26.04102,284.28098,0.9849303,1.0077324,4514.7134,23.630014,23.615,13.986899,99558.61,56.66,99554.86,41.94
10min_square_0,1970-01-01 00:12:15,21.76123,18.140953,27.10351,321.66077,0.9832174,1.0088354,4290.8335,23.571445,23.6875,13.7102165,99561.195,56.41,99558.945,41.86
10min_square_0,1970-01-01 00:12:20,24.854248,18.826914,25.003275,356.13397,0.98163265,1.0107298,4126.8394,23.588749,23.59375,13.439009,99556.43,56.55,99558.08,41.78
10min_square_0,1970-01-01 00:12:25,27.281616,19.468029,26.30778,392.96335,0.9799358,1.010824,3983.3918,23.547348,23.512499,13.173165,99557.43,56.6,99559.82,41.69
10min_square_0,1970-01-01 00:12:30,24.503906,20.011051,24.601797,427.51883,0.97833985,1.012417,3870.3516,23.560232,23.564999,12.91258,99549.805,56.379997,99547.44,41.55
10min_square_0,1970-01-01 00:12:35,24.669067,20.476376,24.456799,462.30704,0.9767303,1.0128407,3776.3245,23.554417,23.5525,12.657149,99550.555,56.62,99545.85,41.41
10min_square_0,1970-01-01 00:12:40,25.054443,20.881903,24.900078,496.85583,0.9751303,1.0131553,3696.9587,23.533579,23.5275,12.431584,99556.83,56.489998,99551.87,41.27
10min_square_0,1970-01-01 00:12:45,25.369751,21.338253,25.38098,531.56586,0.97352296,1.0138206,3612.0085,23.503218,23.50375,12.185669,99561.11,56.44,99557.875,41.239998
10min_square_0,1970-01-01 00:12:50,25.650024,21.71043,25.416555,565.0387,0.97197026,1.0140959,3544.4792,23.495565,23.488749,11.944619,99562.47,56.649998,99558.65,41.219997
10min_square_0,1970-01-01 00:12:55,24.368774,22.067757,24.600048,603.0376,0.97020537,1.0148792,3481.2905,23.501335,23.508749,11.708338,99567.055,56.379997,99563.29,41.21
10min_square_0,1970-01-01 00:13:00,25.534912,22.38082,25.770393,637.2377,0.96861744,1.0148869,3426.7256,23.466043,23.471249,11.47673,99560.914,56.539997,99557.87,41.14
10min_square_0,1970-01-01 00:13:05,24.909302,22.634752,25.14614,672.2094,0.9669905,1.0152217,3382.864,23.476774,23.48,11.249704,99556.12,56.59,99553.01,41.04
10min_square_0,1970-01-01 00:13:10,25.16455,22.956654,25.625565,709.19763,0.96527296,1.015723,3329.5334,23.450434,23.467499,11.049222,99556.93,56.34,99553.25,40.969997
10min_square_0,1970-01-01 00:13:15,25.920288,23.129725,25.4295,743.82574,0.9636602,1.0154966,3298.9373,23.461714,23.44125,10.830653,99562.625,56.62,99558.305,40.899998
10min_square_0,1970-01-01 00:13:20,26.255615,23.437326,26.330368,779.3517,0.9620126,1.015952,3250.077,23.423832,23.426249,10.616407,99565.55,56.48,99560.93,40.95
10min_square_0,1970-01-01 00:13:25,25.314697,23.687626,25.727894,816.389,0.96029174,1.0165511,3210.3123,23.427633,23.43875,10.406398,99565.586,56.41,99563.07,40.96
10min_square_0,1970-01-01 00:13:30,25.549927,23.870934,25.404678,850.85315,0.9586891,1.0167413,3180.333,23.432804,23.42875,10.220945,99562.65,56.629997,99559.72,40.95
10min_square_0,1970-01-01 00:13:35,25.865234,24.060617,25.876736,888.3198,0.95694816,1.016791,3149.5012,23.41746,23.414999,10.018759,99557.8,56.37,99557.68,40.91
10min_square_0,1970-01-01 00:13:40,24.083496,24.126476,24.45523,914.7749,0.9557162,1.0174706,3137.3413,23.443943,23.457499,9.859894,99551.8,56.489998,99549.836,40.809998
10min_square_0,1970-01-01 00:13:45,25.394775,24.32279,25.110357,958.8009,0.9536726,1.0178114,3105.0808,23.416197,23.42125,9.626307,99555.87,56.579998,99552.87,40.75
10min_square_0,1970-01-01 00:13:50,26.010376,24.300835,25.604942,991.0842,0.95216817,1.0166289,3102.8206,23.429472,23.40375,9.435884,99561.695,56.32,99556.734,40.69
10min_square_0,1970-01-01 00:13:55,25.720093,24.48001,25.72681,1027.661,0.95047325,1.0175817,3074.7485,23.403158,23.40375,9.2492285,99564.5,56.57,99559.11,40.73
10min_square_0,1970-01-01 00:14:00,25.259644,24.598429,26.248795,1059.4508,0.9489983,1.0176353,3055.343,23.386223,23.4075,9.102567,99563.79,56.399998,99560.695,40.76
10min_square_0,1970-01-01 00:14:05,25.60498,24.731712,25.242561,1100.6265,0.94708765,1.0182446,3032.7078,23.401947,23.394999,8.9046955,99565.11,56.36,99559.55,40.79
10min_square_0,1970-01-01 00:14:10,25.925293,24.799433,25.753681,1134.7855,0.9455026,1.0180844,3019.3035,23.390417,23.3825,8.728546,99556.87,56.62,99552.836,40.76
10min_square_0,1970-01-01 00:14:15,25.775146,24.87203,26.31185,1169.085,0.9439126,1.0179867,3005.483,23.375992,23.38,8.5558815,99560.86,56.379997,99555.03,40.69
10min_square_0,1970-01-01 00:14:20,25.269653,24.988516,25.371807,1207.621,0.94212717,1.0188715,2985.9631,23.383205,23.39,8.386633,99555.65,56.46,99553.484,40.66
10min_square_0,1970-01-01 00:14:25,26.105469,25.02185,25.766447,1243.0221,0.94048625,1.0185758,2976.601,23.378376,23.3675,8.220732,99564.12,56.579998,99558.65,40.6
10min_square_0,1970-01-01 00:14:30,26.610962,25.11521,25.878149,1279.3602,0.93880486,1.0187836,2960.1387,23.3701,23.355,8.074229,99562.836,56.309998,99557.734,40.649998
10min_square_0,1970-01-01 00:14:35,26.04541,25.180666,25.369913,1313.9991,0.93720245,1.0193052,2947.553,23.372988,23.359999,7.9145093,99560.79,56.55,99559.3,40.68
10min_square_0,1970-01-01 00:14:40,25.534912,25.229706,26.024164,1350.5681,0.93551093,1.0191143,2936.6443,23.357882,23.363749,7.757949,99564.54,56.489998,99559.55,40.69
10min_square_0,1970-01-01 00:14:45,32.671875,25.282679,27.60086,1369.8477,0.93462086,1.0183294,2926.0671,23.329187,23.205,7.742464,99563.16,56.579998,99561.36,40.68
10min_square_0,1970-01-01 00:14:50,24.994385,25.38552,24.970516,1423.5046,0.9321409,1.0202308,2908.2654,23.363077,23.3675,7.4540577,99562.44,56.59,99559.18,40.59
10min_square_0,1970-01-01 00:14:55,24.133545,25.331758,24.6441,1457.4406,0.93056977,1.0202438,2909.7104,23.372559,23.383749,7.321219,99554.4,56.399998,99552.66,40.55
10min_square_0,1970-01-01 00:15:00,23.833252,25.3481,26.50848,1493.0255,0.92892706,1.0194283,2902.7734,23.335918,23.38,7.1763935,99564.66,56.41,99561.484,40.45
10min_square_0,1970-01-01 00:15:05,25.84021,25.405766,25.922071,1529.333,0.92725354,1.0201297,2890.524,23.33692,23.335,7.034434,99560.64,56.579998,99556.76,40.44
10min_square_0,1970-01-01 00:15:10,26.235596,25.487179,26.678137,1564.587,0.92563015,1.0201443,2876.1758,23.31389,23.32,6.8952827,99565.51,56.329998,99560.46,40.45
10min_square_0,1970-01-01 00:15:15,25.149536,25.537415,25.477747,1601.6156,0.9239238,1.0209177,2865.4814,23.331635,23.34125,6.758884,99561.12,56.469997,99559.03,40.379997
10min_square_0,1970-01-01 00:15:20,26.615967,25.60813,25.745243,1638.36,0.9222328,1.0212336,2852.0276,23.316156,23.3025,6.6251826,99557.5,56.539997,99552.76,40.309998
10min_square_0,1970-01-01 00:15:25,25.775146,25.590576,25.51989,1673.8381,0.92059684,1.0210981,2849.1042,23.326115,23.31875,6.533169,99562.445,56.3,99563.14,40.21
10min_square_0,1970-01-01 00:15:30,24.889282,25.569138,24.626865,1707.835,0.9190315,1.0216177,2846.8367,23.340652,23.338749,6.3783946,99556.58,56.55,99553.58,40.11
10min_square_0,1970-01-01 00:15:35,26.06543,25.564762,26.378023,1744.1794,0.9173614,1.0210464,2841.8877,23.301588,23.305,6.25222,99566.72,56.44,99563.16,40.02
10min_square_0,1970-01-01 00:15:40,25.745117,25.567877,25.172913,1779.9353,0.9157171,1.0219152,2836.52,23.317259,23.31,6.128541,99562.43,56.329998,99562.266,40.01
10min_square_0,1970-01-01 00:15:45,26.961304,25.655867,26.979406,1814.0931,0.9141511,1.0214474,2821.71,23.274088,23.27125,6.0073094,99566.3,56.57,99560.945,39.969997
10min_square_0,1970-01-01 00:15:50,25.534912,25.64038,25.521166,1851.8159,0.91241693,1.0221615,2818.3672,23.301014,23.29875,5.900252,99561.984,56.35,99562.51,39.91
10min_square_0,1970-01-01 00:15:55,25.755127,25.678883,25.742296,1888.1998,0.9107483,1.0224887,2808.9553,23.286676,23.2875,5.7835364,99555.695,56.41,99556.414,39.84
10min_square_0,1970-01-01 00:16:00,25.279663,25.6796,25.448832,1924.0701,0.90910226,1.0226736,2803.904,23.29113,23.295,5.6691294,99563.53,56.55,99560.12,39.76
10min_square_0,1970-01-01 00:16:05,25.680054,25.609413,24.855024,1957.4943,0.90756756,1.0228268,2806.7395,23.305342,23.283749,5.5569863,99554.35,56.27,99554.04,39.64
10min_square_0,1970-01-01 00:16:10,27.271606,25.641478,27.01954,1994.4552,0.90587634,1.0221633,2797.6663,23.25602,23.24375,5.4470606,99564.266,56.469997,99559.805,39.53
10min_square_0,1970-01-01 00:16:15,25.359741,25.613997,25.059713,2029.8259,0.9042548,1.0233991,2796.0652,23.28575,23.2775,5.33931,99562.68,56.5,99558.93,39.54
10min_square_0,1970-01-01 00:16:20,26.86621,25.688366,26.886726,2066.7188,0.9025696,1.0229625,2782.4646,23.2412,23.238749,5.244158,99569.18,56.27,99563.57,39.54
10min_square_0,1970-01-01 00:16:25,26.595947,25.78186,25.794512,2102.523,0.90093386,1.0241506,2767.4287,23.246069,23.238749,5.150701,99561.61,56.539997,99560.08,39.51
10min_square_0,1970-01-01 00:16:30,25.18457,25.817991,25.928093,2139.7385,0.89923257,1.0240234,2758.6462,23.245045,23.258749,5.0387354,99552.66,56.39,99551.26,39.41
10min_square_0,1970-01-01 00:16:35,26.26062,25.859911,26.333105,2176.439,0.89755666,1.0239878,2748.8215,23.23373,23.2325,4.9390616,99560.945,56.329998,99560.336,39.35
10min_square_0,1970-01-01 00:16:40,24.714111,25.893864,25.114988,2211.5903,0.8959519,1.0249312,2740.6433,23.248161,23.26125,4.8413596,99552.36,56.53,99547.12,39.28
10min_square_0,1970-01-01 00:16:45,27.006348,25.886414,27.30064,2248.3813,0.89427257,1.0237793,2735.8086,23.209597,23.20625,4.755081,99561.79,56.36,99557.57,39.25
10min_square_0,1970-01-01 00:16:50,26.060425,25.889608,25.66487,2284.5676,0.8926221,1.0249283,2730.622,23.23173,23.22375,4.6517158,99555.93,56.36,99558.875,39.26
10min_square_0,1970-01-01 00:16:55,25.444824,25.875532,25.615587,2320.4888,0.8909848,1.0253221,2727.2224,23.223991,23.231249,4.5596976,99563.97,56.52,99559.12,39.34
10min_square_0,1970-01-01 00:17:00,26.545898,25.858406,26.540218,2354.9382,0.889415,1.024846,2723.9858,23.207401,23.20125,4.4695005,99558.35,56.34,99554.82,39.41
10min_square_0,1970-01-01 00:17:05,25.895264,25.895592,25.903223,2392.3115,0.88771456,1.0257156,2715.0178,23.20616,23.207499,4.3810873,99554.75,56.43,99549.53,39.41
10min_square_0,1970-01-01 00:17:10,25.890259,25.904623,26.424984,2428.5908,0.8860638,1.0255411,2709.0273,23.19459,23.199999,4.2944226,99553.22,56.5,99552.64,39.37
10min_square_0,1970-01-01 00:17:15,25.61499,25.820084,24.952816,2463.53,0.8844711,1.0263017,2713.0515,23.220972,23.207499,4.2094727,99544.875,56.32,99547.29,39.27
10min_square_0,1970-01-01 00:17:20,26.676025,25.848883,26.365347,2498.5774,0.88288,1.026162,2704.938,23.181862,23.175,4.1262035,99557.65,56.46,99554.8,39.21
10min_square_0,1970-01-01 00:17:25,26.71106,25.92181,26.618412,2536.4666,0.88116086,1.0263376,2692.0845,23.170166,23.164999,4.044581,99559.21,56.48,99554.68,39.219997
10min_square_0,1970-01-01 00:17:30,26.806152,26.021072,26.814896,2574.1248,0.87945336,1.0268472,2676.6194,23.152376,23.15375,3.9645731,99565.85,56.39,99561.875,39.27
10min_square_0,1970-01-01 00:17:35,26.786133,26.088366,26.887283,2609.991,0.8778261,1.0269065,2664.7935,23.148825,23.14875,3.8861485,99558.586,56.5,99556.89,39.29
10min_square_0,1970-01-01 00:17:40,25.805176,26.09262,25.786245,2646.4653,0.8761706,1.0276806,2659.5347,23.163809,23.1625,3.809275,99553.03,56.48,99546.57,39.2
10min_square_0,1970-01-01 00:17:45,26.04541,26.074356,26.297247,2683.3489,0.87449807,1.027588,2656.265,23.150637,23.154999,3.7413898,99556,56.469997,99551.9,39.12
10min_square_0,1970-01-01 00:17:50,25.770142,26.06744,26.094357,2713.8271,0.87311685,1.027844,2652.8276,23.150763,23.15375,3.6673794,99548.97,56.469997,99552.19,39
10min_square_0,1970-01-01 00:17:55,24.14856,26.044931,24.733063,2754.2441,0.8712862,1.0291239,2649.8784,23.161835,23.18125,3.587658,99561.664,56.5,99558.984,38.98
10min_square_0,1970-01-01 00:18:00,26.200562,26.00919,26.05153,2790.8506,0.86962837,1.0284944,2648.0469,23.136915,23.13125,3.5166888,99561.15,56.48,99558.64,39.03
10min_square_0,1970-01-01 00:18:05,26.04541,26.045322,26.241705,2827.7,0.8679626,1.0288541,2639.347,23.122843,23.12625,3.4471238,99562.305,56.48,99559.305,39.03
10min_square_0,1970-01-01 00:18:10,31.120361,26.083279,28.125908,2864.7642,0.86628705,1.0276384,2629.4048,23.094603,23.0225,3.3789344,99560.79,56.48,99559.62,38.989998
10min_square_0,1970-01-01 00:18:15,26.140503,26.132784,26.115137,2890.1199,0.86514246,1.0297359,2621.965,23.106167,23.109999,3.332006,99556.07,56.48,99553.79,38.94
10min_square_0,1970-01-01 00:18:20,26.615967,26.14356,26.370392,2915.8328,0.86397964,1.0295918,2617.2686,23.101852,23.095,3.2857296,99555.57,56.469997,99554.58,38.87
10min_square_0,1970-01-01 00:18:25,25.680054,26.143793,25.677273,2974.283,0.86133826,1.0302284,2609.4302,23.107883,23.105,3.182354,99553.445,56.46,99552.32,38.78
10min_square_0,1970-01-01 00:18:30,26.555908,26.210258,27.01452,3011.7747,0.8596487,1.0300783,2597.547,23.071243,23.08,3.1194022,99557.805,56.46,99558.29,38.78
10min_square_0,1970-01-01 00:18:35,26.335693,26.216122,26.378883,3046.9941,0.8580595,1.0305543,2592.21,23.079283,23.0775,3.0576956,99561.08,56.469997,99557.89,38.78
10min_square_0,1970-01-01 00:18:40,26.08545,26.20068,25.516548,3084.123,0.8563839,1.031363,2588.7188,23.086435,23.07625,3.0032043,99560.445,56.469997,99560.04,38.78
10min_square_0,1970-01-01 00:18:45,26.796143,26.234291,27.257143,3121.2012,0.8547141,1.0307662,2580.2288,23.048027,23.051249,2.9379208,99557.68,56.469997,99556.12,38.71
10min_square_0,1970-01-01 00:18:50,26.550903,26.248634,26.381578,3156.5825,0.8531199,1.0315535,2574.0593,23.056078,23.05,2.8798044,99557.43,56.46,99554.305,38.62
10min_square_0,1970-01-01 00:18:55,25.880249,26.237715,25.879393,3193.7961,0.8514436,1.0322524,2570.1997,23.054998,23.05625,2.8228376,99555.3,56.469997,99551.14,38.55
10min_square_0,1970-01-01 00:19:00,26.060425,26.191889,26.103443,3228.2942,0.8498894,1.0321434,2569.9526,23.050793,23.047499,2.7669978,99552.484,56.469997,99551.484,38.469997
10min_square_0,1970-01-01 00:19:05,26.150513,26.22791,26.20381,3266.8784,0.8481551,1.0326174,2561.1755,23.036842,23.04125,2.7122626,99557.805,56.44,99557.805,38.469997
10min_square_0,1970-01-01 00:19:10,26.395752,26.233583,26.390533,3302.1243,0.84657043,1.0328184,2555.7905,23.026606,23.025,2.663927,99561.984,56.46,99559.15,38.48
10min_square_0,1970-01-01 00:19:15,25.675049,26.25442,25.834984,3339.7988,0.84487695,1.0335,2548.7976,23.027565,23.03125,2.6060188,99562.55,56.449997,99558.98,38.46
10min_square_0,1970-01-01 00:19:20,25.930298,26.22354,26.022993,3376.0044,0.8432494,1.0336136,2546.828,23.019306,23.019999,2.554468,99558.1,56.449997,99556.43,38.41
10min_square_0,1970-01-01 00:19:25,26.205566,26.207792,25.85868,3412.4106,0.841614,1.0340751,2543.3594,23.013613,23.0075,2.5039368,99554.44,56.449997,99552.93,38.35
10min_square_0,1970-01-01 00:19:30,24.238647,26.270391,25.672754,3448.4192,0.8400004,1.0349576,2532.8247,22.998903,23.035,2.4544053,99552.19,56.46,99548.43,38.3
10min_square_0,1970-01-01 00:19:35,25.424805,26.145403,25.300837,3484.0234,0.8383983,1.0346988,2539.827,23.016006,23.01125,2.4058535,99560.734,56.46,99558.54,38.219997
10min_square_0,1970-01-01 00:19:40,26.425781,26.066607,25.619448,3519.418,0.83680934,1.0347229,2542.4663,23.005896,22.988749,2.3582623,99559.25,56.449997,99553.39,38.219997
10min_square_0,1970-01-01 00:19:45,24.799194,26.081375,26.753094,3554.5132,0.83523846,1.0347363,2536.5754,22.97158,23.00375,2.311612,99559.36,56.449997,99558.445,38.219997
10min_square_0,1970-01-01 00:19:50,26.796143,26.096586,26.127037,3591.9536,0.8335612,1.035433,2529.6223,22.974361,22.96,2.2658849,99561.4,56.449997,99561.516,38.2
10min_square_0,1970-01-01 00:19:55,26.856201,26.101181,26.436266,3628.4612,0.8319267,1.0356604,2524.2073,22.959871,22.94875,2.2210624,99560.21,56.46,99556.11,38.149998
10min_square_0,1970-01-01 00:20:00,25.970337,26.088615,25.888855,3664.7039,0.8303028,1.0363306,2520.6614,22.960934,22.957499,2.1771266,99557.08,56.42,99554.54,38.09
10min_square_0,1970-01-01 00:20:05,24.143555,26.093445,24.908182,3699.7083,0.8287362,1.0375541,2515.7922,22.96236,22.9825,2.1340601,99550.97,56.43,99550.6,38.04
10min_square_0,1970-01-01 00:20:10,26.010376,25.999954,25.904163,3735.524,0.82712924,1.0368164,2519.5654,22.949352,22.9425,2.091845,99560.43,56.44,99558.47,37.98
10min_square_0,1970-01-01 00:20:15,25.259644,26.029432,25.600904,3772.2627,0.8254873,1.0375941,2511.8662,22.940664,22.949999,2.0545661,99557.94,56.43,99551.984,38.01
10min_square_0,1970-01-01 00:20:20,26.130493,26.017502,26.441038,3808.4395,0.8238696,1.0373608,2507.9233,22.920794,22.92375,2.0099041,99562.984,56.44,99560.08,38.02
10min_square_0,1970-01-01 00:20:25,26.400757,25.95563,25.616837,3842.439,0.8223469,1.0377998,2509.1917,22.935486,22.9125,1.9701453,99560.05,56.44,99558.64,38
10min_square_0,1970-01-01 00:20:30,25.960327,26.025831,26.466679,3880.4258,0.8206526,1.0382481,2497.3655,22.899761,22.91,1.931173,99557.234,56.44,99556.37,37.95
10min_square_0,1970-01-01 00:20:35,26.100464,25.983227,25.884636,3916.1382,0.8190545,1.0387363,2496.5542,22.906084,22.901249,1.8929715,99554.625,56.43,99551.195,37.879997
10min_square_0,1970-01-01 00:20:40,25.314697,25.995985,25.274698,3948.2441,0.8176216,1.0396658,2491.1162,22.903208,22.9075,1.8592366,99551.18,56.43,99547.54,37.85
10min_square_0,1970-01-01 00:20:45,26.01538,26.00816,26.892712,3988.3457,0.8158317,1.0388826,2484.3677,22.872505,22.883749,1.8224581,99561.555,56.41,99558.11,37.78
10min_square_0,1970-01-01 00:20:50,26.135498,26.072523,25.630308,4024.191,0.81423354,1.0402772,2473.3696,22.878632,22.8725,1.7828416,99557.87,56.42,99557.87,37.809998
10min_square_0,1970-01-01 00:20:55,27.15149,26.13462,27.378948,4062.9875,0.8125039,1.039505,2462.0715,22.84374,22.84125,1.7475744,99561.086,56.41,99558.94,37.84
10min_square_0,1970-01-01 00:21:00,24.674072,26.0734,24.54607,4097.092,0.810978,1.041517,2463.673,22.883013,22.885,1.7130046,99564.25,56.42,99560.28,37.84
10min_square_0,1970-01-01 00:21:05,25.80017,26.042784,26.090286,4129.4365,0.8095337,1.0407908,2461.959,22.853163,22.85375,1.6791189,99562.43,56.42,99558.78,37.84
10min_square_0,1970-01-01 00:21:10,25.875244,25.97482,25.87616,4169.1597,0.80775887,1.0411656,2462.962,22.851082,22.846249,1.6459035,99562.766,56.43,99561.71,37.84
10min_square_0,1970-01-01 00:21:15,25.910278,25.98041,25.509905,4205.531,0.80613846,1.041899,2457.4866,22.845438,22.838749,1.6133453,99550.28,56.43,99549.86,37.85
10min_square_0,1970-01-01 00:21:20,30.404663,25.973898,27.190098,4240.3765,0.8045856,1.0409716,2452.5195,22.816061,22.74375,1.5814308,99560.94,56.41,99557.75,37.86
10min_square_0,1970-01-01 00:21:25,27.176514,26.038967,27.188131,4259.357,0.8037432,1.041582,2444.4482,22.802277,22.79875,1.5719801,99557.96,56.42,99555.19,37.91
10min_square_0,1970-01-01 00:21:30,27.066406,26.045023,26.43651,4314.7188,0.8012766,1.0424026,2436.4016,22.80623,22.785,1.5194837,99559.1,56.43,99558.875,38.02
10min_square_0,1970-01-01 00:21:35,27.046387,26.0739,27.323809,4350.055,0.79970366,1.0421219,2428.935,22.78597,22.779999,1.4894261,99561.75,56.42,99558.734,38.1
10min_square_0,1970-01-01 00:21:40,25.539917,26.149574,25.71478,4388.286,0.7980039,1.0441189,2417.0508,22.789093,22.79625,1.4599631,99551.58,56.42,99546.87,38.14
10min_square_0,1970-01-01 00:21:45,27.707031,26.11855,27.238937,4424.38,0.7963948,1.0429585,2414.6367,22.76958,22.75375,1.431083,99557.64,56.42,99555.72,38.129997
10min_square_0,1970-01-01 00:21:50,24.854248,26.172838,25.180511,4461.6055,0.794741,1.045111,2405.158,22.782755,22.79625,1.402774,99545.11,56.43,99544.805,38.12
10min_square_0,1970-01-01 00:21:55,21.000488,26.151104,25.397821,4496.248,0.7931994,1.0453362,2403.1912,22.771162,22.856249,1.3750252,99563.66,56.43,99562.08,38.09
10min_square_0,1970-01-01 00:22:00,25.785156,26.125887,25.842363,4533.2393,0.79155433,1.0451492,2399.6404,22.76204,22.765,1.3478252,99599.22,56.42,99598.164,38.17
10min_square_0,1970-01-01 00:22:05,10.064819,25.889,13.9766245,4565.9614,0.7900877,1.0541532,2420,22.916965,23.05625,1.3211634,99629.47,56.44,99626.734,38.28
10min_square_0,1970-01-01 00:22:10,0.9609375,23.658306,0.95521134,4567.7974,0.78986686,1.0551063,2644.2065,23.286531,23.301249,1.2950287,99631.71,56.44,99627.43,38.35
10min_square_0,1970-01-01 00:22:15,0.94091797,23.658306,0.96488994,4567.961,0.78984797,1.0547142,2644.1438,23.294909,23.30875,1.2950287,99627.3,56.42,99628.97,38.37
10min_square_1,1970-01-01 00:18:10,3.543457,14.571699,2.1077676,285.6825,0.6144848,1.0931679,3344.8962,22.440172,22.4,14.940181,99607.234,56.66,99609.93,44.67
10min_square_1,1970-01-01 00:18:15,26.150513,15.113619,27.644257,312.6698,0.61339134,1.085468,3209.6804,21.833708,21.828749,14.644642,99584.375,56.64,99587.516,44.69
10min_square_1,1970-01-01 00:18:20,25.544922,16.468376,26.590126,355.46704,0.6115591,1.0904118,2937.8884,21.762583,21.77375,14.35495,99527.586,56.52,99533.484,44.69
10min_square_1,1970-01-01 00:18:25,26.440796,17.399052,26.586172,391.22653,0.6099747,1.0923638,2773.7107,21.722383,21.71625,14.09913,99530.44,56.75,99529.53,44.64
10min_square_1,1970-01-01 00:18:30,30.254517,18.318708,28.537836,429.6212,0.60824186,1.0927961,2626.287,21.654928,21.59,13.792642,99529.35,56.469997,99530.44,44.539997
10min_square_1,1970-01-01 00:18:35,23.217651,18.988176,24.25937,462.79456,0.60670704,1.0973308,2529.4604,21.690252,21.715,13.519803,99523.65,56.68,99525.55,44.41
10min_square_1,1970-01-01 00:18:40,27.606934,19.644129,27.237959,500.08185,0.60496247,1.0967649,2437.0786,21.612461,21.595,13.252361,99531.336,56.61,99529.86,44.27
10min_square_1,1970-01-01 00:18:45,27.116455,20.409817,27.511015,539.30914,0.6031235,1.0982141,2338.8777,21.57467,21.57625,12.990209,99522.875,56.539997,99527.57,44.14
10min_square_1,1970-01-01 00:18:50,28.102417,21.156336,28.199274,578.7941,0.60126233,1.0993816,2249.3872,21.53024,21.5275,12.733244,99522.71,56.73,99525.445,44.02
10min_square_1,1970-01-01 00:18:55,28.512817,21.779985,28.123545,617.5248,0.59940803,1.100157,2178.323,21.51674,21.498749,12.48136,99529.21,56.449997,99531.875,43.91
10min_square_1,1970-01-01 00:19:00,27.707031,22.37913,28.050423,655.4908,0.5975873,1.1016052,2113.8638,21.489538,21.4925,12.23446,99527.89,56.66,99533.516,43.879997
10min_square_1,1970-01-01 00:19:05,29.07837,22.95007,28.683214,695.79614,0.5956393,1.102132,2054.4385,21.459877,21.44375,11.992444,99533.14,56.61,99534.23,43.84
10min_square_1,1970-01-01 00:19:10,26.89624,23.33823,26.66926,733.5085,0.59378177,1.1040082,2014.4288,21.482365,21.47375,11.755218,99529.586,56.52,99531.85,43.77
10min_square_1,1970-01-01 00:19:15,28.00232,23.7105,28.010677,771.5737,0.5919088,1.104047,1976.4342,21.441341,21.432499,11.522682,99525.47,56.73,99524.695,43.66
10min_square_1,1970-01-01 00:19:20,27.041382,23.998552,27.309214,807.54407,0.5901225,1.1050845,1947.0288,21.441463,21.44125,11.294747,99529.33,56.46,99530.44,43.559998
10min_square_1,1970-01-01 00:19:25,28.713013,24.482248,28.97889,848.8707,0.58810586,1.1054214,1901.8647,21.384588,21.387499,11.071321,99525.75,56.62,99530.35,43.46
10min_square_1,1970-01-01 00:19:30,28.38269,24.847916,28.644478,887.0392,0.58622175,1.106206,1867.9872,21.378836,21.38125,10.852314,99533.28,56.629997,99533.164,43.37
10min_square_1,1970-01-01 00:19:35,26.540894,25.116362,26.435986,925.6643,0.58429587,1.1082313,1842.265,21.404453,21.41,10.63764,99531.71,56.46,99534.984,43.329998
10min_square_1,1970-01-01 00:19:40,27.461792,25.32887,27.390398,964.58105,0.5823477,1.1080811,1820.6176,21.37883,21.377499,10.427211,99531.36,56.71,99535.94,43.28
10min_square_1,1970-01-01 00:19:45,26.095459,25.38479,25.633516,1000.7582,0.5805054,1.1092353,1811.0631,21.408434,21.39625,10.220945,99522.32,56.46,99525.914,43.2
10min_square_1,1970-01-01 00:19:50,26.686035,25.55619,27.765661,1038.6897,0.578607,1.1089652,1792.9757,21.349873,21.37125,10.018759,99527.94,56.579998,99528.73,43.079998
10min_square_1,1970-01-01 00:19:55,27.651978,25.706022,27.625517,1075.1666,0.57677305,1.1093162,1776.7634,21.34706,21.34125,9.820573,99533.96,56.649998,99534.516,42.95
10min_square_1,1970-01-01 00:20:00,27.707031,25.864244,27.453188,1114.1161,0.574818,1.1100326,1759.9243,21.337917,21.33,9.626307,99529.4,56.42,99535.72,42.829998
10min_square_1,1970-01-01 00:20:05,30.765015,26.07632,29.028425,1151.9752,0.572933,1.1095715,1739.5098,21.299871,21.25375,9.435884,99534.21,56.67,99535.336,42.73
10min_square_1,1970-01-01 00:20:10,27.782104,26.191956,27.79086,1176.8732,0.5716871,1.1109171,1728.4747,21.31014,21.30875,9.304834,99531.5,56.449997,99534.195,42.649998
